sku, description, model, sku region, lifecycle phase, eolDate, eosDate
A0101, LINKSYS VELOP A0101 AC1300 1PK, A01, USA, End of Life, 10-Aug-2020, 15-Jun-2025
A0101-AH, LINKSYS VELOP A0101 AC1300 1PK, A01, Asia, End of Life, 29-Aug-2022, 4-Jul-2027
A0101-AU, LINKSYS VELOP A0101 AC1300 1PK, A01, Australia and New Zealand, End of Life, 29-Aug-2022, 4-Jul-2027
A0101-CA, LINKSYS VELOP A0101 AC1300 1PK, A01, Canada, End of Life, 6-Nov-2023, 10-Sep-2028
A0101-CA1, LINKSYS VELOP A0101 AC1300 1PK, A01, Canada, End of Life, 6-Nov-2023, 10-Sep-2028
A0101-CN, LINKSYS VELOP A0101 AC1300 1PK, A01, Asia, End of Life, 29-Aug-2022, 4-Jul-2027
A0101-EU, LINKSYS VELOP A0101 AC1300 1PK, A01, Europe. UK. Middle East and Africa, End of Life, 29-Aug-2022, 4-Jul-2027
A0101-JP, LINKSYS VELOP A0101 AC1300 1PK, A01, Asia, End of Life, 29-Aug-2022, 4-Jul-2027
A0101-KR, LINKSYS VELOP A0101 AC1300 1PK, A01, Asia, End of Life, 29-Aug-2022, 4-Jul-2027
A0101-ME, LINKSYS VELOP A0101 AC1300 1PK, A01, Europe. UK. Middle East and Africa, End of Life, 29-Aug-2022, 4-Jul-2027
A0101-UK, LINKSYS VELOP A0101 AC1300 1PK, A01, Europe. UK. Middle East and Africa, End of Life, 29-Aug-2022, 4-Jul-2027
A0101-US, LINKSYS VELOP A0101 AC1300 1PK, A01, USA, End of Life, 6-Nov-2023, 10-Sep-2028
A0301, LINKSYS VELOP A0301 AC2200 1PK - APPLE, A03, USA, End of Life, 10-Aug-2020, 15-Jun-2025
A0301-AH, LINKSYS VELOP A0301 AC2200 1PK - APPLE, A03, Asia, End of Life, 29-Aug-2022, 4-Jul-2027
A0301-AU, LINKSYS VELOP A0301 AC2200 1PK - APPLE, A03, Australia and New Zealand, End of Life, 29-Aug-2022, 4-Jul-2027
A0301-CA, LINKSYS VELOP A0301 AC2200 1PK - APPLE, A03, Canada, End of Life, 29-Aug-2022, 4-Jul-2027
A0301-CA1, LINKSYS VELOP A0301 AC2200 1PK - APPLE, A03, Canada, End of Life, 29-Aug-2022, 4-Jul-2027
A0301-CN, LINKSYS VELOP A0301 AC2200 1PK - APPLE, A03, Asia, End of Life, 29-Aug-2022, 4-Jul-2027
A0301-EU, LINKSYS VELOP A0301 AC2200 1PK - APPLE, A03, Europe. UK. Middle East and Africa, End of Life, 29-Aug-2022, 4-Jul-2027
A0301-HK, LINKSYS VELOP A0301 AC2200 1PK - APPLE, A03, Asia, End of Life, 29-Aug-2022, 4-Jul-2027
A0301-JP, LINKSYS VELOP A0301 AC2200 1PK - APPLE, A03, Asia, End of Life, 29-Aug-2022, 4-Jul-2027
A0301-KR, LINKSYS VELOP A0301 AC2200 1PK - APPLE, A03, Asia, End of Life, 29-Aug-2022, 4-Jul-2027
A0301-ME, LINKSYS VELOP A0301 AC2200 1PK - APPLE, A03, Europe. UK. Middle East and Africa, End of Life, 29-Aug-2022, 4-Jul-2027
A0301-UK, LINKSYS VELOP A0301 AC2200 1PK - APPLE, A03, Europe. UK. Middle East and Africa, End of Life, 29-Aug-2022, 4-Jul-2027
A0301-US, LINKSYS VELOP A0301 AC2200 1PK - APPLE, A03, USA, End of Life, 29-Aug-2022, 4-Jul-2027
AE1200-CA, LINKSYS AE1200 WIFI ADAPTER.N300, AE1200, Canada, End of Life, 21-Sep-2022, 27-Jul-2027
AE1200-EU, LINKSYS AE1200 WIFI ADAPTER.N300, AE1200, Europe. UK. Middle East and Africa, End of Life, 28-Jul-2021, 2-Jun-2026
AE1200-LA, LINKSYS AE1200 WIFI ADAPTER.N300, AE1200, Latin America and South America, End of Life, 12-Oct-2021, 17-Aug-2026
AE6000, LINKSYS AE6000 WIFI ADAPTER.AC600, AE6000, USA, End of Life, 12-Oct-2021, 17-Aug-2026
AE6000-CA, LINKSYS AE6000 WIFI ADAPTER.AC600, AE6000, Canada, End of Life, 21-Sep-2022, 27-Jul-2027
AE6000-EE, LINKSYS AE6000 WIFI ADAPTER.AC600, AE6000, Europe. UK. Middle East and Africa, End of Life, 19-Aug-2019, 23-Jun-2024
AE6000-EU, LINKSYS AE6000 WIFI ADAPTER.AC600, AE6000, Europe. UK. Middle East and Africa, End of Life, 19-Aug-2019, 23-Jun-2024
CG6350, LINKSYS CG6350 CABLE GATEWAY. AC1200. 16X4, CG6350, USA, End of Life, 13-Aug-2019, 17-Jun-2024
CM3008, LINKSYS CM3008 MODEM.DOCSIS 3.0.8x4, CM3008, USA, End of Life, 13-Aug-2019, 17-Jun-2024
CM3024, DOCSIS 3.0 24X8 CABLE MODEM, CM3024, USA, End of Life, 13-Aug-2019, 17-Jun-2024
CM3132, LINKSYS CM3132 MODEM. DOCSIS 3.1.32X8, CM3132, USA, End of Life, 13-Aug-2019, 17-Jun-2024
E1200-AP, LINKSYS E1200 WIFI ROUTER.N300, E1200, Asia, End of Life, 12-Mar-2021, 15-Jan-2026
E1200-AR, LINKSYS E1200 WIFI ROUTER.N300, E1200, Latin America and South America, End of Life, 10-Aug-2020, 15-Jun-2025
E1200-CA, LINKSYS E1200 WIFI ROUTER.N300, E1200, Canada, End of Life, 10-Aug-2020, 15-Jun-2025
E1200-EE, LINKSYS E1200 WIFI ROUTER.N300, E1200, Europe. UK. Middle East and Africa, End of Life, 12-Mar-2021, 15-Jan-2026
E1200-EN, LINKSYS E1200 WIFI ROUTER.N300, E1200, Europe. UK. Middle East and Africa, End of Life, 12-Mar-2021, 15-Jan-2026
E1200-EW, LINKSYS E1200 WIFI ROUTER.N300, E1200, Europe. UK. Middle East and Africa, End of Life, 12-Mar-2021, 15-Jan-2026
E1200-EZ, LINKSYS E1200 WIFI ROUTER.N300, E1200, Europe. UK. Middle East and Africa, End of Life, 12-Mar-2021, 15-Jan-2026
E1200-LA, LINKSYS E1200 WIFI ROUTER.N300, E1200, Latin America and South America, End of Life, 10-Aug-2020, 15-Jun-2025
E1200-ME, LINKSYS E1200 WIFI ROUTER.N300, E1200, Europe. UK. Middle East and Africa, End of Life, 12-Mar-2021, 15-Jan-2026
E1200-UK, LINKSYS E1200 WIFI ROUTER.N300, E1200, Europe. UK. Middle East and Africa, End of Life, 12-Mar-2021, 15-Jan-2026
E1500-FS, Wireless-N Router with SpeedBoost, E1500, USA, End of Life, 15-Apr-2020, 18-Feb-2025
E1700-AP, LINKSYS E1700 WIFI ROUTER.N300.GIGABIT, E1700, Asia, End of Life, 21-Sep-2022, 27-Jul-2027
E1700-AU, LINKSYS E1700 WIFI ROUTER.N300.GIGABIT, E1700, Australia and New Zealand, End of Life, 26-Aug-2019, 30-Jun-2024
E1700-EJ, LINKSYS E1700 WIFI ROUTER.N300.GIGABIT, E1700, Europe. UK. Middle East and Africa, End of Life, 12-Mar-2021, 15-Jan-2026
E1700-EK, LINKSYS E1700 WIFI ROUTER.N300.GIGABIT, E1700, Europe. UK. Middle East and Africa, End of Life, 12-Mar-2021, 15-Jan-2026
E1700-ME, LINKSYS E1700 WIFI ROUTER.N300.GIGABIT, E1700, Europe. UK. Middle East and Africa, End of Life, 12-Mar-2021, 15-Jan-2026
E1700-UK, LINKSYS E1700 WIFI ROUTER.N300.GIGABIT, E1700, Europe. UK. Middle East and Africa, End of Life, 12-Mar-2021, 15-Jan-2026
E2500-4B, LINKSYS E2500 WIFI ROUTER.N600, E2500, USA, End of Life, 15-Nov-2023, 13-Nov-2028
E2500-AP, LINKSYS E2500 WIFI ROUTER.N600, E2500, Asia, End of Life, 21-Sep-2022, 27-Jul-2027
E2500-AR, LINKSYS E2500 WIFI ROUTER.N600, E2500, Latin America and South America, End of Life, 10-Aug-2020, 15-Jun-2025
E2500-CA, LINKSYS E2500 WIFI ROUTER.N600, E2500, Canada, End of Life, 10-Aug-2020, 15-Jun-2025
E2500-EE, LINKSYS E2500 WIFI ROUTER.N600, E2500, Europe. UK. Middle East and Africa, End of Life, 15-Apr-2020, 18-Feb-2025
E2500-EN, LINKSYS E2500 WIFI ROUTER.N600, E2500, Europe. UK. Middle East and Africa, End of Life, 15-Apr-2020, 18-Feb-2025
E2500-EW, LINKSYS E2500 WIFI ROUTER.N600, E2500, Europe. UK. Middle East and Africa, End of Life, 15-Apr-2020, 18-Feb-2025
E2500-EZ, LINKSYS E2500 WIFI ROUTER.N600, E2500, Europe. UK. Middle East and Africa, End of Life, 15-Apr-2020, 18-Feb-2025
E2500-LA, LINKSYS E2500 WIFI ROUTER.N600, E2500, Latin America and South America, End of Life, 10-Aug-2020, 15-Jun-2025
E2500-ME, LINKSYS E2500 WIFI ROUTER.N600, E2500, Europe. UK. Middle East and Africa, End of Life, 15-Apr-2020, 18-Feb-2025
E2500-UK, LINKSYS E2500 WIFI ROUTER.N600, E2500, Europe. UK. Middle East and Africa, End of Life, 10-Aug-2020, 15-Jun-2025
E2500V4-EU, LINKSYS E2500 WIFI ROUTER. N600, E2500, Europe. UK. Middle East and Africa, End of Life, 15-Nov-2023, 19-Sep-2028
E2500V4-ME, LINKSYS E2500 WIFI ROUTER. N600, E2500, Europe. UK. Middle East and Africa, End of Life, 21-Sep-2022, 27-Jul-2027
E5600-CA, LINKSYS MAX-STREAM AC1200 MU-MIMO GIGABIT ROUTER, E5600, Canada, End of Life, 28-Jul-2021, 2-Jun-2026
E5600-CN, LINKSYS MAX-STREAM AC1200 MU-MIMO GIGABIT ROUTER, E5600, Asia, End of Life, 15-Nov-2023, 13-Nov-2028
E5600-JP, LINKSYS MAX-STREAM AC1200 MU-MIMO GIGABIT ROUTER, E5600, Asia, End of Life, 28-Jul-2021, 2-Jun-2026
E5600-KR, LINKSYS MAX-STREAM AC1200 MU-MIMO GIGABIT ROUTER, E5600, Asia, End of Life, 21-Sep-2022, 27-Jul-2027
E5750-AIS, LINKSYS E5750 DUAL-BAND MESH WIFI 6 ROUTER. AX5400, E5750, Asia, End of Life, 4-Dec-2023, 2-Dec-2028
E7350-CN, LINKSYS. E7350-CN. WIFI ROUTER. AX1800. GIGABIT, E7350, Asia, End of Life, 15-Nov-2023, 13-Nov-2028
E8350, LINKSYS E8350 WIFI ROUTER.AC2400, E8350, USA, End of Life, 26-Aug-2019, 30-Jun-2024
E8350-CA, LINKSYS E8350 WIFI ROUTER.AC2400, E8350, Canada, End of Life, 26-Aug-2019, 30-Jun-2024
E8350-FFP, LINKSYS E8350 WIFI ROUTER.AC2400, E8350, USA, End of Life, 26-Aug-2019, 30-Jun-2024
E8350-ME, LINKSYS E8350 WIFI ROUTER.AC2400, E8350, Europe. UK. Middle East and Africa, End of Life, 26-Aug-2019, 30-Jun-2024
E8400, LINKSYS E8400 WIFI ROUTER.AC2400, E8400, USA, End of Life, 26-Aug-2019, 30-Jun-2024
E8450-AH, LINKSYS E8450 AX3200 DUAL BAND GIGABIT WIFI 6 ROUTER, E8450, Asia, End of Life, 15-Nov-2023, 13-Nov-2028
E8450-AMZ, LINKSYS E8450 AX3200 DUAL BAND GIGABIT WIFI 6 ROUTER, E8450, USA, End of Life, 15-Nov-2023, 13-Nov-2028
E8450-CA, LINKSYS E8450 AX3200 DUAL BAND GIGABIT WIFI 6 ROUTER, E8450, Canada, End of Life, 15-Nov-2023, 13-Nov-2028
E8450-CN, LINKSYS E8450 AX3200 DUAL BAND GIGABIT WIFI 6 ROUTER, E8450, Asia, End of Life, 15-Nov-2023, 13-Nov-2028
E8450-EU, LINKSYS E8450 AX3200 DUAL BAND GIGABIT WIFI 6 ROUTER, E8450, Europe. UK. Middle East and Africa, End of Life, 21-Sep-2022, 27-Jul-2027
E8450-JP, LINKSYS E8450 AX3200 DUAL BAND GIGABIT WIFI 6 ROUTER, E8450, Asia, End of Life, 15-Nov-2023, 13-Nov-2028
E8450-KR, LINKSYS E8450 AX3200 DUAL BAND GIGABIT WIFI 6 ROUTER, E8450, Asia, End of Life, 28-Jul-2021, 2-Jun-2026
E8450-ME, LINKSYS E8450 AX3200 DUAL BAND GIGABIT WIFI 6 ROUTER, E8450, Europe. UK. Middle East and Africa, End of Life, 28-Jul-2021, 2-Jun-2026
E900-AR, LINKSYS E900 WIFI ROUTER.N300, E900, Latin America and South America, End of Life, 10-Aug-2020, 15-Jun-2025
E900-EE, LINKSYS E900 WIFI ROUTER.N300, E900, Europe. UK. Middle East and Africa, End of Life, 12-Mar-2021, 15-Jan-2026
E900-EU, LINKSYS E900 WIFI ROUTER.N300, E900, Europe. UK. Middle East and Africa, End of Life, 12-Mar-2021, 15-Jan-2026
E900-LA, LINKSYS E900 WIFI ROUTER.N300, E900, Latin America and South America, End of Life, 10-Aug-2020, 15-Jun-2025
E900-ME, LINKSYS E900 WIFI ROUTER.N300, E900, Europe. UK. Middle East and Africa, End of Life, 12-Mar-2021, 15-Jan-2026
E900-UK, LINKSYS E900 WIFI ROUTER.N300, E900, Europe. UK. Middle East and Africa, End of Life, 12-Mar-2021, 15-Jan-2026
E9450, LINKSYS E9450 DUAL-BAND MESH WIFI 6 ROUTER. AX5400, E9450, USA, End of Life, 15-Nov-2023, 13-Nov-2028
E9450-JP, LINKSYS E9450 DUAL-BAND MESH WIFI 6 ROUTER. AX5400, E9450, Asia, End of Life, 15-Nov-2023, 13-Nov-2028
E9450-KR, LINKSYS E9450 DUAL-BAND MESH WIFI 6 ROUTER. AX5400, E9450, Asia, End of Life, 15-Nov-2023, 13-Nov-2028
E9450ST-AH, LINKSYS E9450 DUAL-BAND MESH WIFI 6 ROUTER. AX5400, E9450, Asia, End of Life, 21-Sep-2022, 27-Jul-2027
E9450W-AMZ, LINKSYS E9450 DUAL-BAND MESH WIFI 6 + WUSB6100M, E9450, USA, End of Life, 15-Nov-2023, 13-Nov-2028
EA2700-LA, LINKSYS EA2700 WIFI ROUTER.N600.GIGABIT, EA2700, Latin America and South America, End of Life, 26-Aug-2019, 30-Jun-2024
EA2750, LINKSYS. EA2750 DUAL-BAND N600 ROUTER WITH GIGABIT, EA2750, USA, End of Life, 26-Aug-2019, 30-Jun-2024
EA2750-AP, LINKSYS. EA2750 DUAL-BAND N600 ROUTER WITH GIGABIT, EA2750, Asia, End of Life, 15-Apr-2020, 18-Feb-2025
EA2750-EU, LINKSYS. EA2750 DUAL-BAND N600 ROUTER WITH GIGABIT, EA2750, Europe. UK. Middle East and Africa, End of Life, 15-Apr-2020, 18-Feb-2025
EA2750-ME, LINKSYS. EA2750 DUAL-BAND N600 ROUTER WITH GIGABIT, EA2750, Europe. UK. Middle East and Africa, End of Life, 15-Apr-2020, 18-Feb-2025
EA4500-AP, LINKSYS EA4500 WIFI ROUTER.N900, EA4500, Asia, End of Life, 26-Aug-2019, 30-Jun-2024
EA5800, LINKSYS. EA5800 WIRELESS ROUTER. AC1000, EA5800, USA, End of Life, 15-Apr-2020, 18-Feb-2025
EA5800-CA, LINKSYS. EA5800 WIRELESS ROUTER. AC1000, EA5800, Canada, End of Life, 26-Aug-2019, 30-Jun-2024
EA6100, LINKSYS EA6100 WIFI ROUTER.AC1200.FE, EA6100, USA, End of Life, 28-Jul-2021, 2-Jun-2026
EA6100-CA, LINKSYS EA6100 WIFI ROUTER.AC1200.FE, EA6100, Canada, End of Life, 12-Mar-2021, 15-Jan-2026
EA6100-EK, LINKSYS EA6100 WIFI ROUTER.AC1200.FE, EA6100, Europe. UK. Middle East and Africa, End of Life, 10-Aug-2020, 15-Jun-2025
EA6100-ME, LINKSYS EA6100 WIFI ROUTER.AC1200.FE, EA6100, Europe. UK. Middle East and Africa, End of Life, 10-Aug-2020, 15-Jun-2025
EA6100-VV, LINKSYS. EA6100 WIFI ROUTER. AC1200. FE, EA6100, USA, End of Life, 28-Jul-2021, 2-Jun-2026
EA6350, LINKSYS EA6350 WIFI ROUTER.AC1200.GIGABIT, EA6350, USA, End of Life, 10-Aug-2020, 15-Jun-2025
EA6350-2P, LINKSYS EA6350 WIFI ROUTER.AC1200.GIGABIT, EA6350, USA, End of Life, 15-Apr-2020, 18-Feb-2025
EA6350-4B, LINKSYS EA6350 WIFI ROUTER.AC1200.GIGABIT, EA6350, USA, End of Life, 15-Nov-2023, 13-Nov-2028
EA6350-4B-AMZ, LINKSYS EA6350 WIFI ROUTER.AC1200.GIGABIT, EA6350, USA, End of Life, 15-Nov-2023, 13-Nov-2028
EA6350-AH, LINKSYS EA6350 WIFI ROUTER.AC1200.GIGABIT, EA6350, Asia, End of Life, 28-Jul-2021, 2-Jun-2026
EA6350-AP, LINKSYS EA6350 WIFI ROUTER.AC1200.GIGABIT, EA6350, Asia, End of Life, 28-Jul-2021, 2-Jun-2026
EA6350-AU, LINKSYS EA6350 WIFI ROUTER.AC1200.GIGABIT, EA6350, Australia and New Zealand, End of Life, 7-Aug-2020, 12-Jun-2025
EA6350-CA, LINKSYS EA6350 WIFI ROUTER.AC1200.GIGABIT, EA6350, Canada, End of Life, 10-Aug-2020, 15-Jun-2025
EA6350-EJ, LINKSYS. EA6350. SMART WI-FI ROUTER AC1200, EA6350, Europe. UK. Middle East and Africa, End of Life, 10-Aug-2020, 15-Jun-2025
EA6350-EU, LINKSYS. EA6350. SMART WI-FI ROUTER AC1200, EA6350, Europe. UK. Middle East and Africa, End of Life, 10-Aug-2020, 15-Jun-2025
EA6350-ME, LINKSYS EA6350 WIFI ROUTER.AC1200.GIGABIT, EA6350, Europe. UK. Middle East and Africa, End of Life, 10-Aug-2020, 15-Jun-2025
EA6350-MX, LINKSYS EA6350 WIFI ROUTER.AC1200.GIGABIT, EA6350, Latin America and South America, End of Life, 10-Aug-2020, 15-Jun-2025
EA6350-UK, LINKSYS. EA6350. SMART WI-FI ROUTER AC1200, EA6350, Europe. UK. Middle East and Africa, End of Life, 10-Aug-2020, 15-Jun-2025
EA6350V4-CA, LINKSYS EA6350 WIFI ROUTER.AC1200.GIGABIT, EA6350, Canada, End of Life, 28-Jul-2021, 2-Jun-2026
EA6350V4-EU, LINKSYS EA6350 WIFI ROUTER.AC1200.GIGABIT, EA6350, Europe. UK. Middle East and Africa, End of Life, 21-Sep-2022, 27-Jul-2027
EA6350V4-ME, LINKSYS EA6350 WIFI ROUTER.AC1200.GIGABIT, EA6350, Europe. UK. Middle East and Africa, End of Life, 28-Jul-2021, 2-Jun-2026
EA6350V4-UK, LINKSYS EA6350 WIFI ROUTER.AC1200.GIGABIT, EA6350, Europe. UK. Middle East and Africa, End of Life, 28-Jul-2021, 2-Jun-2026
EA6400, LINKSYS EA6400 WIFI ROUTER.AC1600, EA6400, USA, End of Life, 26-Aug-2019, 30-Jun-2024
EA6400-3T, LINKSYS EA6400 PDQ TRAY, EA6400, USA, End of Life, 26-Aug-2019, 30-Jun-2024
EA6400-AP, LINKSYS EA6400 WIFI ROUTER.AC1600, EA6400, Asia, End of Life, 26-Aug-2019, 30-Jun-2024
EA6400-CA, LINKSYS EA6400 WIFI ROUTER.AC1600, EA6400, Canada, End of Life, 15-Apr-2020, 18-Feb-2025
EA6400x, LINKSYS EA6400 WIFI ROUTER.AC1600, EA6400, USA, End of Life, 26-Aug-2019, 30-Jun-2024
EA6500-CA, LINKSYS EA6500 WIFI ROUTER.AC1750, EA6500, Canada, End of Life, 26-Aug-2019, 30-Jun-2024
EA6700-CA, LINKSYS EA6700 WIFI ROUTER.AC1750, EA6700, Canada, End of Life, 15-Apr-2020, 18-Feb-2025
EA6700-EN, LINKSYS EA6700 WIFI ROUTER.AC1750, EA6700, Europe. UK. Middle East and Africa, End of Life, 26-Aug-2019, 30-Jun-2024
EA6700-EZ, LINKSYS EA6700 WIFI ROUTER.AC1750, EA6700, Europe. UK. Middle East and Africa, End of Life, 26-Aug-2019, 30-Jun-2024
EA6700-HK, LINKSYS EA6700 WIFI ROUTER.AC1750, EA6700, Asia, End of Life, 26-Aug-2019, 30-Jun-2024
EA6700x, LINKSYS EA6700 WIFI ROUTER.AC1750, EA6700, USA, End of Life, 15-Apr-2020, 18-Feb-2025
EA6900, LINKSYS EA6900 WIFI ROUTER.AC1900, EA6900, USA, End of Life, 26-Aug-2019, 30-Jun-2024
EA6900-AP, LINKSYS EA6900 WIFI ROUTER.AC1900, EA6900, Asia, End of Life, 26-Aug-2019, 30-Jun-2024
EA6900-AU, LINKSYS EA6900 WIFI ROUTER.AC1900, EA6900, Australia and New Zealand, End of Life, 26-Aug-2019, 30-Jun-2024
EA6900-CA, LINKSYS EA6900 WIFI ROUTER.AC1900, EA6900, Canada, End of Life, 15-Apr-2020, 18-Feb-2025
EA6900-EJ, LINKSYS EA6900 WIFI ROUTER.AC1900, EA6900, Europe. UK. Middle East and Africa, End of Life, 15-Apr-2020, 18-Feb-2025
EA6900-HK, LINKSYS EA6900 WIFI ROUTER.AC1900, EA6900, Asia, End of Life, 26-Aug-2019, 30-Jun-2024
EA6900-ME, LINKSYS EA6900 WIFI ROUTER.AC1900, EA6900, Europe. UK. Middle East and Africa, End of Life, 10-Aug-2020, 15-Jun-2025
EA6900-UK, LINKSYS EA6900 WIFI ROUTER.AC1900, EA6900, Europe. UK. Middle East and Africa, End of Life, 15-Apr-2020, 18-Feb-2025
EA7200, LINKSYS MAX-STREAM AC1750 MU-MIMO WiFi 5 ROUTER, EA7200, USA, End of Life, 15-Nov-2023, 13-Nov-2028
EA7250, LINKSYS MAX-STREAM AC1750 MU-MIMO GIGABIT ROUTER, EA7250, USA, End of Life, 15-Nov-2023, 13-Nov-2028
EA7300, LINKSYS EA7300 WIFI ROUTER.AC1750.MU-MIMO, EA7300, USA, End of Life, 15-Nov-2023, 13-Nov-2028
EA7300-AMZ, LINKSYS EA7300 WIFI ROUTER.AC1750.MU-MIMO, EA7300, USA, End of Life, 15-Nov-2023, 13-Nov-2028
EA7300-CA, LINKSYS EA7300 WIFI ROUTER.AC1750.MU-MIMO, EA7300, Canada, End of Life, 15-Nov-2023, 13-Nov-2028
EA7300-EU, LINKSYS EA7300 WIFI ROUTER.AC1750.MU-MIMO, EA7300, Europe. UK. Middle East and Africa, End of Life, 15-Nov-2023, 13-Nov-2028
EA7300-ME, LINKSYS EA7300 WIFI ROUTER.AC1750.MU-MIMO, EA7300, Europe. UK. Middle East and Africa, End of Life, 15-Nov-2023, 13-Nov-2028
EA7300-UK, LINKSYS EA7300 WIFI ROUTER.AC1750.MU-MIMO, EA7300, Europe. UK. Middle East and Africa, End of Life, 15-Nov-2023, 13-Nov-2028
EA7400, LINKSYS EA7400 WIFI ROUTER.AC1750.MUMIMO, EA7400, USA, End of Life, 26-Aug-2019, 30-Jun-2024
EA7430, LINKSYS MAX-STREAM AC1900 MU-MIMO GIGABIT ROUTER, EA7430, USA, End of Life, 15-Nov-2023, 13-Nov-2028
EA7450, LINKSYS MAX-STREAM AC1900 MU-MIMO WiFi 5 ROUTER, EA7450, USA, End of Life, 15-Nov-2023, 13-Nov-2028
EA7500, LINKSYS MAX-STREAM AC1900 MU-MIMO GIGABIT ROUTER, EA7500, USA, End of Life, 10-Aug-2020, 15-Jun-2025
EA7500-4B, LINKSYS MAX-STREAM AC1900 MU-MIMO GIGABIT ROUTER, EA7500, USA, End of Life, 15-Nov-2023, 13-Nov-2028
EA7500-4B-AMZ, LINKSYS MAX-STREAM AC1900 MU-MIMO GIGABIT ROUTER, EA7500, USA, End of Life, 15-Nov-2023, 13-Nov-2028
EA7500-AH, LINKSYS MAX-STREAM AC1900 MU-MIMO GIGABIT ROUTER, EA7500, Asia, End of Life, 14-May-2021, 19-Mar-2026
EA7500-CA, LINKSYS MAX-STREAM AC1900 MU-MIMO GIGABIT ROUTER, EA7500, Canada, End of Life, 12-Mar-2021, 15-Jan-2026
EA7500-CN, LINKSYS MAX-STREAM AC1900 MU-MIMO GIGABIT ROUTER, EA7500, Asia, End of Life, 10-Aug-2020, 15-Jun-2025
EA7500-EU, LINKSYS MAX-STREAM AC1900 MU-MIMO GIGABIT ROUTER, EA7500, Europe. UK. Middle East and Africa, End of Life, 12-Mar-2021, 15-Jan-2026
EA7500-HK, LINKSYS MAX-STREAM AC1900 MU-MIMO GIGABIT ROUTER, EA7500, Asia, End of Life, 14-May-2021, 19-Mar-2026
EA7500-ME, LINKSYS MAX-STREAM AC1900 MU-MIMO GIGABIT ROUTER, EA7500, Europe. UK. Middle East and Africa, End of Life, 12-Mar-2021, 15-Jan-2026
EA7500-UK, LINKSYS MAX-STREAM AC1900 MU-MIMO GIGABIT ROUTER, EA7500, Europe. UK. Middle East and Africa, End of Life, 10-Aug-2020, 15-Jun-2025
EA7500-WM, LINKSYS MAX-STREAM AC1900 MU-MIMO GIGABIT ROUTER, EA7500, USA, End of Life, 10-Aug-2020, 15-Jun-2025
EA7500S-AH, LINKSYS MAX-STREAM AC1900 MU-MIMO GIGABIT ROUTER, EA7500, Asia, End of Life, 15-Nov-2023, 13-Nov-2028
EA7500S-CN, LINKSYS MAX-STREAM AC1900 MU-MIMO GIGABIT ROUTER, EA7500, Asia, End of Life, 15-Nov-2023, 13-Nov-2028
EA7500V3-CA, LINKSYS MAX-STREAM AC1900 MU-MIMO GIGABIT ROUTER, EA7500, Canada, End of Life, 15-Nov-2023, 13-Nov-2028
EA7500V3-ME, LINKSYS MAX-STREAM AC1900 MU-MIMO GIGABIT ROUTER, EA7500, Europe. UK. Middle East and Africa, End of Life, 28-Jul-2021, 2-Jun-2026
EA7500V3-UK, LINKSYS MAX-STREAM AC1900 MU-MIMO GIGABIT ROUTER, EA7500, Europe. UK. Middle East and Africa, End of Life, 28-Jul-2021, 2-Jun-2026
EA8100-AH, LINKSYS MAX-STREAM AC2600 MU-MIMO GIGABIT ROUTER, EA8100, Asia, End of Life, 15-Nov-2023, 13-Nov-2028
EA8100-CA, LINKSYS MAX-STREAM AC2600 MU-MIMO GIGABIT ROUTER, EA8100, Canada, End of Life, 15-Nov-2023, 13-Nov-2028
EA8100-CN, LINKSYS MAX-STREAM AC2600 MU-MIMO GIGABIT ROUTER, EA8100, Asia, End of Life, 15-Nov-2023, 13-Nov-2028
EA8250, LINKSYS EA8250 WIFI ROUTER.AC2150.MU-MIMO, EA8250, USA, End of Life, 12-Mar-2021, 15-Jan-2026
EA8300, LINKSYS EA8300 WIFI ROUTER.AC2200.MU-MIMO, EA8300, USA, End of Life, 15-Nov-2023, 13-Nov-2028
EA8300-AH, LINKSYS EA8300 WIFI ROUTER.AC2200.MU-MIMO, EA8300, Asia, End of Life, 28-Jul-2021, 2-Jun-2026
EA8300-AMZ, LINKSYS EA8300 WIFI ROUTER.AC2200.MU-MIMO, EA8300, USA, End of Life, 15-Nov-2023, 13-Nov-2028
EA8300-CA, LINKSYS EA8300 WIFI ROUTER.AC2200.MU-MIMO, EA8300, Canada, End of Life, 12-Mar-2021, 15-Jan-2026
EA8300-EU, LINKSYS EA8300 WIFI ROUTER.AC2200.MU-MIMO, EA8300, Europe. UK. Middle East and Africa, End of Life, 28-Jul-2021, 2-Jun-2026
EA8300-GF, LINKSYS EA8300 WIFI ROUTER.AC2200.MU-MIMO, EA8300, Europe. UK. Middle East and Africa, End of Life, 22-Nov-2023, 20-Nov-2028
EA8300-GO, LINKSYS EA8300 WIFI ROUTER.AC2200.MU-MIMO, EA8300, USA, End of Life, 22-Nov-2023, 20-Nov-2028
EA8300-GU, LINKSYS EA8300 WIFI ROUTER.AC2200.MU-MIMO, EA8300, Europe. UK. Middle East and Africa, End of Life, 15-Nov-2023, 13-Nov-2028
EA8300-HK, LINKSYS EA8300 WIFI ROUTER.AC2200.MU-MIMO, EA8300, Asia, End of Life, 15-Nov-2023, 13-Nov-2028
EA8300-ME, LINKSYS EA8300 WIFI ROUTER.AC2200.MU-MIMO, EA8300, Europe. UK. Middle East and Africa, End of Life, 12-Mar-2021, 15-Jan-2026
